media pix,mediana pix,moda pix,media prazo,mediana prazo,moda prazo,variancia pix,variancia prazo,desvio Padrao Pix,desvio Padrao Prazo,desvio medio Pix,desvio medio Prazo,teste normalidade pix,teste normalidade prazo,Melhor Distribuição,Parâmetros
[3688.32722513089],[2312.0],[2399],[4164.908376963351],[2610.0],[3555],[14163496.597112196],[17841137.02040103],[3768.377784785271],[4229.416526152062],[2945.285038787313],[3313.0100052081907],"['com 95% de confiança, os dados NÃO!! são similares']","['com 95% de confiança, os dados NÃO!! são similares']","['expon', 'expon']","[(63.0, 3625.32722513089), (75.0, 4089.9083769633507)]"
